country,cap_no,first_names,surname,birth_date,approx_brithdate,birth_location,approx_birth_location,position,debut_match,debut_location,debut_date,matches_played,match_starts,sub_starts,points,tries,converstions,penalties,drop_goals,goals_from_mark,won,lost,draw,win_rate,lon,lat
Italy,167,Enrico,Saibene,1929-08-13,FALSE,"Milano, MI, Italy",FALSE,Fly-half,France v Italy,Agen,1957-04-21,2,2,0,0,0,0,0,0,0,1,1,0,0.5,9.189982,45.464203500000004
Italy,168,Sergio,Brusin,1928-12-06,FALSE,"Aquileia, UD, Italy",FALSE,Scrum-half,Italy v West Germany,Milan,1957-12-07,1,1,0,0,0,0,0,0,0,1,0,0,1,13.3687199,45.76816909999999
Italy,169,Giancarlo,Busson,1937-11-23,FALSE,"Trieste, TS, Italy",FALSE,Fullback,Italy v West Germany,Milan,1957-12-07,10,10,0,7,0,2,1,0,0,5,5,0,0.5,13.7768182,45.6495264
Italy,170,Giancarlo,Navarrini,1935-06-10,FALSE,"La Spezia, SP, Italy",FALSE,Hooker,Italy v West Germany,Milan,1957-12-07,2,2,0,3,1,0,0,0,0,2,0,0,1,9.824082599999999,44.1024504
Italy,171,Riccardo,Saetti,1935-12-13,FALSE,"Venezia, VE, Italy",FALSE,Lock,Italy v West Germany,Milan,1957-12-07,9,9,0,0,0,0,0,0,0,4,5,0,0.4444444444444444,12.3152672,45.44146850000001
Italy,172,Luciano,Valtorta,1930-06-26,FALSE,"Brescia, BS, Italy",FALSE,Flanker,Italy v West Germany,Milan,1957-12-07,2,2,0,0,0,0,0,0,0,1,1,0,0.5,10.2118019,45.5415526
Italy,173,Ottorino,Bettarello,1932-11-21,FALSE,"Rovigo, RO, Italy",FALSE,Scrum-half,Italy v France,Naples,1958-04-07,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,11.7902158,45.0698118
Italy,174,Enzo,Bellinazzo,1936-10-05,FALSE,"Lendinara, RO, Italy",FALSE,Wing,Italy v Romania,Catania,1958-12-07,14,14,0,3,1,0,0,0,0,6,7,1,0.42857142857142855,11.5915231,45.0766292
Italy,175,Gastone,Biadene,NA,NA,date unknown,FALSE,Centre,Italy v Romania,Catania,1958-12-07,2,2,0,0,0,0,0,0,0,1,1,0,0.5,-81.563874,28.385233
Italy,176,Massimo,Braga,1936-01-02,FALSE,"Brescia, BS, Italy",FALSE,Scrum-half,Italy v Romania,Catania,1958-12-07,1,1,0,0,0,0,0,0,0,1,0,0,1,10.2118019,45.5415526
Italy,177,Antonio,di Zitti,1937-05-20,FALSE,"Rocca di Mezzo, AQ, Italy",FALSE,Flanker,Italy v Romania,Catania,1958-12-07,22,22,0,25,0,2,7,0,0,12,9,1,0.5454545454545454,13.5205565,42.197752
Italy,178,Paolo,Quintavalla,1935-12-12,FALSE,"Parma, PR, Italy",FALSE,Lock,Italy v Romania,Catania,1958-12-07,1,1,0,0,0,0,0,0,0,1,0,0,1,10.3279036,44.801485
Italy,179,Pietro,Sguario,1934-10-13,FALSE,Abbazia Fiume,FALSE,Wing,Italy v Romania,Catania,1958-12-07,6,6,0,3,1,0,0,0,0,3,3,0,0.5,14.305196,45.3376197
Italy,180,Lucio,Avigo,1939-02-02,FALSE,"Brescia, BS, Italy",FALSE,Hooker,France v Italy,Nantes,1959-03-29,11,11,0,0,0,0,0,0,0,4,6,1,0.36363636363636365,10.2118019,45.5415526
Italy,181,Roberto Luise,III,1938-07-15,FALSE,"Padova, PD, Italy",FALSE,Centre,France v Italy,Nantes,1959-03-29,15,14,1,3,1,0,0,0,0,5,9,1,0.3333333333333333,11.8767611,45.4064349
Italy,182,Roberto,Martini,1933-12-07,FALSE,"Pratovecchio, AR, Italy",FALSE,Fly-half,France v Italy,Nantes,1959-03-29,10,10,0,31,0,5,5,2,0,5,5,0,0.5,11.7195715,43.7908459
Italy,183,Zefferino,Rossi,1932-03-07,FALSE,"Casale, TV, Italy",FALSE,No. 8,France v Italy,Nantes,1959-03-29,6,6,0,0,0,0,0,0,0,2,4,0,0.3333333333333333,12.3076402,45.6104526
Italy,184,Alfio,Angioli,1932-12-08,FALSE,"Palermo, PA, Italy",FALSE,Prop,West Germany v Italy,Hanover,1960-04-10,8,8,0,3,1,0,0,0,0,3,5,0,0.375,13.3614868,38.11569
Italy,185,Gian Maria del,Bono,1937-03-22,FALSE,"Brescia, BS, Italy",FALSE,Wing,West Germany v Italy,Hanover,1960-04-10,10,10,0,3,1,0,0,0,0,4,6,0,0.4,10.2118019,45.5415526
Italy,186,Elio,Fusco,1933-06-17,FALSE,"Napoli, NA, Italy",FALSE,Scrum-half,West Germany v Italy,Hanover,1960-04-10,11,11,0,6,2,0,0,0,0,3,8,0,0.2727272727272727,14.332644,40.901975
Italy,187,Basilio,Rovelli,1934-10-18,FALSE,"Cusio, BG, Italy",FALSE,Hooker,West Germany v Italy,Hanover,1960-04-10,4,4,0,0,0,0,0,0,0,2,2,0,0.5,9.6032966,45.9907934
Italy,188,Franco,Zani,1938-10-24,FALSE,"Iseo, BS, Italy",FALSE,Lock,West Germany v Italy,Hanover,1960-04-10,11,11,0,0,0,0,0,0,0,3,7,1,0.2727272727272727,10.0523552,45.657081
Italy,189,Angelo,Autore,1936-05-14,FALSE,"Rocca di Cambio, AQ, Italy",FALSE,Fullback,Italy v West Germany,Piacenza,1961-01-15,12,12,0,13,1,2,2,0,0,8,3,1,0.6666666666666666,13.4886654,42.2371044
Italy,190,Erasmo,Augeri,1942-01-01,FALSE,"Napoli, NA, Italy",FALSE,Fly-half,Italy v France,Brescia,1962-04-22,4,4,0,3,1,0,0,0,0,1,3,0,0.25,14.332644,40.901975
Italy,191,Giorgio,Troncon,1941-08-11,FALSE,"Padova, PD, Italy",FALSE,Centre,Italy v France,Brescia,1962-04-22,12,11,1,3,1,0,0,0,0,5,6,1,0.4166666666666667,11.8767611,45.4064349
Italy,192,Vittorio,Ambron,1940-12-14,FALSE,"Benevento, BN, Italy",FALSE,Wing,West Germany v Italy,Berlin,1962-05-27,24,24,0,42,10,0,4,0,0,13,9,2,0.5416666666666666,14.7826208,41.1297613
Italy,193,Giorgio,Ricciarelli,1936-04-05,FALSE,"Milano, MI, Italy",FALSE,Lock,West Germany v Italy,Berlin,1962-05-27,1,1,0,0,0,0,0,0,0,1,0,0,1,9.189982,45.464203500000004
Italy,194,Marco,Bollesan,1941-07-07,FALSE,"Chioggia, VE, Italy",FALSE,No. 8,France v Italy,Grenoble,1963-04-14,47,47,0,24,7,0,0,0,0,19,25,3,0.40425531914893614,12.2786505,45.2190746
Italy,195,Giancarlo Degli,Antoni,NA,NA,date unknown,FALSE,Flanker,France v Italy,Grenoble,1963-04-14,6,6,0,3,1,0,0,0,0,1,4,1,0.16666666666666666,-81.563874,28.385233
Italy,196,Franco,Piccinini,1938-05-07,FALSE,"Milano, MI, Italy",FALSE,Lock,France v Italy,Grenoble,1963-04-14,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,9.189982,45.464203500000004
Italy,197,Giuseppe Martini,II,1937-09-14,FALSE,"Pratovecchio, AR, Italy",FALSE,Centre,France v Italy,Pau,1965-04-18,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,11.7195715,43.7908459
Italy,198,Ivo,Mazzucchelli,1943-04-24,FALSE,"Roma, RM, Italy",FALSE,Lock,France v Italy,Pau,1965-04-18,20,20,0,8,2,0,0,0,0,10,7,3,0.5,12.4963655,41.9027835
Italy,199,Gianni,Romagnoli,1936-01-01,FALSE,"Roma, RM, Italy",FALSE,Prop,France v Italy,Pau,1965-04-18,4,4,0,0,0,0,0,0,0,2,2,0,0.5,12.4963655,41.9027835
Italy,200,Carlo,Salmaso,NA,NA,date unknown,FALSE,Wing,France v Italy,Pau,1965-04-18,2,2,0,3,1,0,0,0,0,0,2,0,0,-81.563874,28.385233
Italy,201,Domenico,Armellin,1936-12-11,FALSE,"Treviso, TV, Italy",FALSE,Prop,Italy v Czechia,Livorno,1965-12-08,9,9,0,3,1,0,0,0,0,7,1,1,0.7777777777777778,12.2430437,45.6668893
Italy,202,Umberto Conforto,II,1940-10-09,FALSE,"Novara, NO, Italy",FALSE,Scrum-half,Italy v Czechia,Livorno,1965-12-08,17,17,0,6,2,0,0,0,0,10,6,1,0.5882352941176471,8.622161199999999,45.44692999999999
Italy,203,Ettore,Giugovaz,1939-12-07,FALSE,"Venezia, VE, Italy",FALSE,Fullback,Italy v Czechia,Livorno,1965-12-08,2,2,0,0,0,0,0,0,0,1,1,0,0.5,12.3152672,45.44146850000001
Italy,204,Franco,Mazzantini,1937-04-08,FALSE,"Collesalvetti, LI, Italy",FALSE,Prop,Italy v Czechia,Livorno,1965-12-08,3,3,0,0,0,0,0,0,0,1,2,0,0.3333333333333333,10.4284178,43.5717268
Italy,205,Romano,Sciacol,1936-06-27,FALSE,"Livorno, LI, Italy",FALSE,Centre,Italy v Czechia,Livorno,1965-12-08,1,1,0,0,0,0,0,0,0,1,0,0,1,10.3105674,43.548473
Italy,206,Francesco Soro,II,1942-10-12,FALSE,"Milano, MI, Italy",FALSE,Fly-half,Italy v Czechia,Livorno,1965-12-08,4,4,0,0,0,0,0,0,0,2,1,1,0.5,9.189982,45.464203500000004
Italy,207,Eugenio,Speziali,1937-12-30,FALSE,"Roma, RM, Italy",FALSE,Lock,Italy v Czechia,Livorno,1965-12-08,1,1,0,2,0,1,0,0,0,1,0,0,1,12.4963655,41.9027835
Italy,208,Andrea,d'Alberton,NA,NA,date unknown,FALSE,Centre,Italy v France,Naples,1966-04-09,5,5,0,0,0,0,0,0,0,1,3,1,0.2,-81.563874,28.385233
Italy,209,Oreste,Vene',1944-05-10,FALSE,"Parma, PR, Italy",FALSE,Hooker,Italy v France,Naples,1966-04-09,1,1,0,0,0,0,0,0,0,0,1,0,0,10.3279036,44.801485
Italy,210,Gastone,Giani,1942-07-21,FALSE,"Bologna, BO, Italy",FALSE,Centre,West Germany v Italy,Berlin,1966-10-30,5,5,0,0,0,0,0,0,0,2,2,1,0.4,11.3047836,44.50051010000001
Italy,211,Luciano,Modonesi,1942-06-12,FALSE,"Brescia, BS, Italy",FALSE,Fullback,West Germany v Italy,Berlin,1966-10-30,17,17,0,6,2,0,0,0,0,10,5,2,0.5882352941176471,10.2118019,45.5415526
Italy,212,Loreto,Cucchiarelli,1943-07-12,FALSE,"Borgorose, RI, Italy",FALSE,Flanker,Italy v Romania,L,1966-11-06,2,2,0,0,0,0,0,0,0,1,1,0,0.5,13.235852,42.1927685
Italy,213,Carlo,Prosperini,1941-06-07,FALSE,"L'Aquila, AQ, Italy",FALSE,Prop,Italy v Romania,L,1966-11-06,4,4,0,3,1,0,0,0,0,2,2,0,0.5,13.3995091,42.3498479
Italy,214,Franco,Gargiulo,1941-10-04,FALSE,"Roma, RM, Italy",FALSE,Lock,France v Italy,Toulon,1967-03-26,4,4,0,0,0,0,0,0,0,2,2,0,0.5,12.4963655,41.9027835
Italy,215,Adriano,Agujari,NA,NA,date unknown,FALSE,Wing,Italy v Portugal,Genova,1967-05-07,1,1,0,0,0,0,0,0,0,1,0,0,1,-81.563874,28.385233
Italy,216,Luciano,Bosciano,1947-03-06,FALSE,"Napoli, NA, Italy",FALSE,Scrum-half,Italy v Portugal,Genova,1967-05-07,1,1,0,0,0,0,0,0,0,1,0,0,1,14.332644,40.901975
Italy,217,Franco,Cioni,1943-11-01,FALSE,"Roma, RM, Italy",FALSE,Flanker,Italy v Portugal,Genova,1967-05-07,10,10,0,9,3,0,0,0,0,8,2,0,0.8,12.4963655,41.9027835
Italy,218,Mauro,Gatto,1946-10-11,FALSE,"Roma, RM, Italy",FALSE,Centre,Italy v Portugal,Genova,1967-05-07,2,2,0,0,0,0,0,0,0,1,1,0,0.5,12.4963655,41.9027835
Italy,219,Giampiero,Ricci,1947-05-01,FALSE,"L'Aquila, AQ, Italy",FALSE,Fly-half,Italy v Portugal,Genova,1967-05-07,5,5,0,3,0,0,0,1,0,4,1,0,0.8,13.3995091,42.3498479
Italy,220,Uriele,Silvestri,1942-03-24,FALSE,"Roma, RM, Italy",FALSE,Hooker,Italy v Portugal,Genova,1967-05-07,4,4,0,0,0,0,0,0,0,3,1,0,0.75,12.4963655,41.9027835
Italy,221,Dalmazio,Bertoli,NA,NA,date unknown,FALSE,Lock,Romania v Italy,Bucharest,1967-05-14,1,1,0,0,0,0,0,0,0,0,1,0,0,-81.563874,28.385233
Italy,222,Maurizio,Bocconcelli,1944-04-21,FALSE,"Roma, RM, Italy",FALSE,Prop,Romania v Italy,Bucharest,1967-05-14,1,1,0,0,0,0,0,0,0,0,1,0,0,12.4963655,41.9027835
Italy,223,Mauro,Mattei,1942-09-20,FALSE,"Firenze, FI, Italy",FALSE,Wing,Romania v Italy,Bucharest,1967-05-14,1,1,0,0,0,0,0,0,0,0,1,0,0,11.2558136,43.7695604
Italy,224,Roberto,Cinelli,1944-10-14,FALSE,"Sora, FR, Italy",FALSE,Flanker,Portugal v Italy,Lisbon,1968-05-12,2,2,0,0,0,0,0,0,0,2,0,0,1,13.6130491,41.7188539
Italy,225,Massimo,Gini,1943-02-02,FALSE,"Roma, RM, Italy",FALSE,Prop,Portugal v Italy,Lisbon,1968-05-12,17,17,0,3,1,0,0,0,0,10,6,1,0.5882352941176471,12.4963655,41.9027835
Italy,226,Giuseppe,Giorgio,NA,NA,date unknown,FALSE,No. 8,Portugal v Italy,Lisbon,1968-05-12,2,2,0,0,0,0,0,0,0,2,0,0,1,-81.563874,28.385233
Italy,227,Marco,Pulli,1945-11-07,FALSE,"Parma, PR, Italy",FALSE,Centre,Portugal v Italy,Lisbon,1968-05-12,3,3,0,0,0,0,0,0,0,2,0,1,0.6666666666666666,10.3279036,44.801485
Italy,228,Ettore,Abbiati,1946-06-27,FALSE,"Calvisano, BS, Italy",FALSE,Prop,Italy v West Germany,Venice,1968-11-03,11,11,0,7,2,0,0,0,0,4,6,1,0.36363636363636365,10.3453579,45.3490641
Italy,229,Clauo della,di Valle,1945-03-17,FALSE,"Ponzano Veneto, TV, Italy",FALSE,Centre,Italy v West Germany,Venice,1968-11-03,6,6,0,3,0,0,0,1,0,4,2,0,0.6666666666666666,12.2168015,45.7090898
Italy,230,Fernando,Pignotti,1948-07-29,FALSE,"Roma, RM, Italy",FALSE,Centre,Italy v West Germany,Venice,1968-11-03,5,5,0,9,3,0,0,0,0,5,0,0,1,12.4963655,41.9027835
Italy,231,Ermanno,Sgorbati,1942-03-09,FALSE,"Bologna, Italy",FALSE,Flanker,Italy v West Germany,Venice,1968-11-03,2,2,0,0,0,0,0,0,0,2,0,0,1,11.3047836,44.50051010000001
Italy,232,Adolfo,Gerardo,1943-03-09,FALSE,"Montefusco, AV, Italy",FALSE,Hooker,Italy v Serbia and Montenegro,San Dona,1968-12-29,6,6,0,0,0,0,0,0,0,4,2,0,0.6666666666666666,14.8527694,41.0352668
Italy,233,Andrea,Miele,1945-08-29,FALSE,"Cervinara, AV, Italy",FALSE,Prop,Italy v Serbia and Montenegro,San Dona,1968-12-29,5,4,1,0,0,0,0,0,0,2,2,1,0.4,14.6208904,41.02091009999999
Italy,234,Franco,Valier,1942-02-18,FALSE,"Lido di Venezia, VE, Italy",FALSE,Flanker,Italy v Serbia and Montenegro,San Dona,1968-12-29,7,7,0,0,0,0,0,0,0,2,4,1,0.2857142857142857,12.3530881,45.3893139
Italy,235,Maurizio,Finocchi,1947-06-05,FALSE,"Roma, RM, Italy",FALSE,Centre,Italy v Serbia and Montenegro,San Dona,1968-12-29,8,6,2,3,1,0,0,0,0,4,4,0,0.5,12.4963655,41.9027835
Italy,236,Walter,Rista,1944-11-12,FALSE,"Vezza d'Alba, CN, Italy",FALSE,Wing,Italy v Serbia and Montenegro,San Dona,1968-12-29,5,4,1,9,3,0,0,0,0,4,1,0,0.8,7.998176099999999,44.7601519
Italy,237,Lucio,Boccaletto,1944-06-10,FALSE,"Casier, TV, Italy",FALSE,Flanker,Bulgaria v Italy,Sofia,1969-03-02,13,11,2,3,1,0,0,0,0,5,6,2,0.38461538461538464,12.2602145,45.6299982
Italy,238,Raffaele,D'Orazio,1942-01-11,FALSE,"Napoli, NA, Italy",FALSE,Hooker,Bulgaria v Italy,Sofia,1969-03-02,1,1,0,0,0,0,0,0,0,1,0,0,1,14.332644,40.901975
Italy,239,Pierluigi,Pacifici,1947-06-29,FALSE,"L'Aquila, AQ, Italy",FALSE,Wing,Bulgaria v Italy,Sofia,1969-03-02,9,9,0,19,2,2,0,3,0,5,4,0,0.5555555555555556,13.3995091,42.3498479
Italy,240,Luigi,Bettella,1942-09-04,FALSE,"Padova, PD, Italy",FALSE,Lock,Italy v Spain,L,1969-05-04,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,11.8767611,45.4064349
Italy,241,Italo,Vittorini,1943-01-02,FALSE,"L'Aquila, AQ, Italy",FALSE,"
",Italy v Spain,L,1969-05-04,1,0,1,0,0,0,0,0,0,1,0,0,1,13.3995091,42.3498479
Italy,242,Alessandro,Brunelli,1944-02-11,FALSE,"Bologna, BO, Italy",FALSE,Hooker,Belgium v Italy,Brussels,1969-05-10,3,2,1,0,0,0,0,0,0,2,1,0,0.6666666666666666,11.3047836,44.50051010000001
Italy,243,Elio,Michelon,1943-08-12,FALSE,"Padova, PD, Italy",FALSE,Wing,Belgium v Italy,Brussels,1969-05-10,7,6,1,34,5,2,5,0,0,4,3,0,0.5714285714285714,11.8767611,45.4064349
Italy,244,Giancarlo Delli,Ficorilli,1942-02-16,FALSE,"Senigallia, AN, Italy",FALSE,Hooker,Italy v France XV,Catania,1969-11-09,1,1,0,0,0,0,0,0,0,0,1,0,0,13.2152224,43.7197926
Italy,245,Rocco,Caligiuri,1950-01-18,FALSE,"Oppido Mamertino, RC, Italy",FALSE,Fullback,Italy v France XV,Catania,1969-11-09,26,24,2,31,2,4,2,3,0,10,16,0,0.38461538461538464,15.9858694,38.2916425
Italy,246,Gianmatteo,Cecchin,1945-06-07,FALSE,"Marostica, VI, Italy",FALSE,Fly-half,Czechia v Italy,Prague,1970-04-26,5,5,0,3,0,0,0,1,0,1,3,1,0.2,11.6583922,45.7459624
Italy,247,Lelio,Lazzarini,1949-11-02,FALSE,"Padova, PD, Italy",FALSE,Fullback,Czechia v Italy,Prague,1970-04-26,24,24,0,70,0,11,14,2,0,6,15,3,0.25,11.8767611,45.4064349
Italy,248,Guido,Porzio,NA,NA,date unknown,FALSE,Lock,Czechia v Italy,Prague,1970-04-26,3,3,0,0,0,0,0,0,0,3,0,0,1,-81.563874,28.385233
Italy,249,Corrado,Possamai,1943-05-21,FALSE,"Treviso, TV, Italy",FALSE,Prop,Czechia v Italy,Prague,1970-04-26,3,3,0,0,0,0,0,0,0,3,0,0,1,12.2430437,45.6668893
Italy,250,Luigi,Bernabo,1948-06-28,FALSE,"La Spezia, SP, Italy",FALSE,Lock,Madagascar v Italy,Antananarive,1970-05-24,5,5,0,0,0,0,0,0,0,2,2,1,0.4,9.824082599999999,44.1024504
Italy,251,Angelo,Sagramora,1946-01-13,FALSE,"Venezia, VE, Italy",FALSE,Scrum-half,Madagascar v Italy,Antananarive,1970-05-24,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,12.3152672,45.44146850000001
Italy,252,Aldo,Caluzzi,1946-04-22,FALSE,"Genova, GE, Italy",FALSE,Wing,Italy v Romania,Rovigo,1970-10-25,11,11,0,6,0,0,1,1,0,3,6,2,0.2727272727272727,8.946256,44.4056499
Italy,253,Pietro,Monfeli,1948-06-14,FALSE,"Fabrica, VT, Italy",FALSE,Hooker,Italy v Romania,Rovigo,1970-10-25,13,13,0,0,0,0,0,0,0,3,8,2,0.23076923076923078,12.334934,42.3235089
Italy,254,Isidoro,Quaglio,1942-07-11,FALSE,"Rovigo, RO, Italy",FALSE,Lock,Italy v Romania,Rovigo,1970-10-25,15,15,0,0,0,0,0,0,0,4,10,1,0.26666666666666666,11.7902158,45.0698118
Italy,255,Angelo,Visentin,1949-05-22,FALSE,"Rovigo, RO, Italy",FALSE,Scrum-half,Italy v Romania,Rovigo,1970-10-25,23,20,3,18,3,0,0,2,0,8,12,3,0.34782608695652173,11.7902158,45.0698118
Italy,256,Umberto,Cossara,1948-04-19,FALSE,"Trieste, TS, Italy",FALSE,Flanker,Italy v Morocco,Naples,1971-02-21,24,23,1,4,1,0,0,0,0,7,13,4,0.2916666666666667,13.7768182,45.6495264
Italy,257,Franco,di Maura,1947-07-16,FALSE,"Catania, CT, Italy",FALSE,Lock,Italy v Morocco,Naples,1971-02-21,1,1,0,0,0,0,0,0,0,0,1,0,0,15.0830304,37.5078772
Italy,258,Francesco,Dotto,1943-05-21,FALSE,"Treviso, TV, Italy",FALSE,Wing,Italy v Morocco,Naples,1971-02-21,5,4,1,11,3,0,0,0,0,1,2,2,0.2,12.2430437,45.6668893
Italy,259,Loris,Salsi,1950-05-29,FALSE,"Montecchio Emilia, RE, Italy",FALSE,Flanker,Italy v Morocco,Naples,1971-02-21,28,28,0,4,1,0,0,0,0,10,14,4,0.35714285714285715,10.4485047,44.6984016
Italy,260,Giuseppe,Puglisi,1948-10-07,FALSE,"Catania, CT, Italy",FALSE,No. 8,France XV v Italy,Nice,1971-02-28,3,3,0,3,1,0,0,0,0,1,1,1,0.3333333333333333,15.0830304,37.5078772
Italy,261,Romano,Baraldi,1947-01-06,FALSE,"Sermide, MN, Italy",FALSE,Wing,Romania v Italy,Bucharest,1971-04-11,1,1,0,0,0,0,0,0,0,0,1,0,0,11.2991526,45.0039927
Italy,262,Savino,Colombini,1944-12-19,FALSE,"Montefranco, TR, Italy",FALSE,Prop,Romania v Italy,Bucharest,1971-04-11,1,1,0,0,0,0,0,0,0,0,1,0,0,12.7651719,42.5978556
Italy,263,Ettore,Piras,1948-09-24,FALSE,"Venezia, VE, Italy",FALSE,"
",Romania v Italy,Bucharest,1971-04-11,1,0,1,0,0,0,0,0,0,0,1,0,0,12.3152672,45.44146850000001
Italy,264,Faustino,Crepaz,1948-07-07,FALSE,"Pozza di Fassa, TN, Italy",FALSE,Wing,Italy v Portugal,Padova,1972-02-20,1,1,0,0,0,0,0,0,0,0,0,1,0,11.6857172,46.4306894
Italy,265,Agostino,Puppo,1948-02-18,FALSE,"Genova, GE, Italy",FALSE,Centre,Italy v Portugal,Padova,1972-02-20,20,20,0,4,1,0,0,0,0,4,14,2,0.2,8.946256,44.4056499
Italy,266,Giancarlo,Cecotti,1942-10-15,FALSE,"Gonars, UD, Italy",FALSE,No. 8,Portugal v Italy,Lisbon,1972-04-02,2,2,0,0,0,0,0,0,0,1,1,0,0.5,13.2375144,45.89654590000001
Italy,267,Mario,Galletto,1941-11-04,FALSE,"Trieste, TS, Italy",FALSE,Fly-half,Portugal v Italy,Lisbon,1972-04-02,3,3,0,0,0,0,0,0,0,2,1,0,0.6666666666666666,13.7768182,45.6495264
Italy,268,Paolo,Paoletti,1952-05-01,FALSE,"Frascati, RM, Italy",FALSE,Hooker,Portugal v Italy,Lisbon,1972-04-02,20,20,0,0,0,0,0,0,0,7,12,1,0.35,12.6761041,41.8085208
Italy,269,Giovanni,di Cola,1946-02-14,FALSE,"Acciano.AQ, Italy",FALSE,Centre,Spain v Italy,Madrid,1972-05-14,3,2,1,0,0,0,0,0,0,0,2,1,0,13.7168182,42.1754083
Italy,270,Ambrogio,Bona,1951-09-26,FALSE,"Monza, MI, Italy",FALSE,Prop,Italy v Spain,Ivrea,1972-05-21,50,50,0,4,1,0,0,0,0,23,24,3,0.46,9.2744485,45.5845001
Italy,271,Franco,Paganelli,1950-02-24,FALSE,"Roma, RM, Italy",FALSE,"
",Italy v Spain,Ivrea,1972-05-21,1,0,1,0,0,0,0,0,0,0,0,1,0,12.4963655,41.9027835
Italy,272,Salvatore,Bonetti,1949-10-22,FALSE,"Lumezzane, BS, Italy",FALSE,No. 8,Italy v Serbia and Montenegro,Aosta,1972-11-26,34,34,0,12,3,0,0,0,0,12,20,2,0.35294117647058826,10.2654082,45.6474809
Italy,273,Elio de,Anna,1949-09-30,FALSE,"Cordenons, PN, Italy",FALSE,Wing,Italy v Serbia and Montenegro,Aosta,1972-11-26,27,27,0,32,8,0,0,0,0,12,13,2,0.4444444444444444,12.7035513,45.9858407
Italy,274,Adriano,Fedrigo,1950-01-27,FALSE,"San Dona di Piave, VE, Italy",FALSE,Lock,Italy v Serbia and Montenegro,Aosta,1972-11-26,41,41,0,8,2,0,0,0,0,17,21,3,0.4146341463414634,12.5660992,45.630335
Italy,275,Nello,Francescato,1952-01-28,FALSE,"Sardara, CA, Italy",FALSE,Centre,Italy v Serbia and Montenegro,Aosta,1972-11-26,42,42,0,24,6,0,0,0,0,15,25,2,0.35714285714285715,8.820994299999999,39.6138357
Italy,276,Fabio,Gargiullo,1950-07-17,FALSE,"Roma, RM, Italy",FALSE,Centre,Italy v Serbia and Montenegro,Aosta,1972-11-26,1,1,0,0,0,0,0,0,0,1,0,0,1,12.4963655,41.9027835
Italy,277,Manrico,Marchetto,1952-02-04,FALSE,"Treviso, TV, Italy",FALSE,Wing,Italy v Serbia and Montenegro,Aosta,1972-11-26,43,39,4,84,21,0,0,0,0,19,19,5,0.4418604651162791,12.2430437,45.6668893
Italy,278,Francesco,Vialetto,1946-09-27,FALSE,"Campolongo s Brenta,, Italy",FALSE,Fullback,Italy v Serbia and Montenegro,Aosta,1972-11-26,1,1,0,9,0,0,3,0,0,1,0,0,1,11.7007448,45.8279481
Italy,279,Giorgio,Lari,1953-02-27,FALSE,"Roma, RM, Italy",FALSE,Fly-half,Italy v Serbia and Montenegro,Aosta,1972-11-26,8,7,1,24,0,3,6,0,0,4,4,0,0.5,12.4963655,41.9027835
Italy,280,Edano,Cottafava,1946-07-16,FALSE,"Novi di Modena, MO, Italy",FALSE,Wing,Portugal v Italy,Coimbra,1973-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,10.9219574,44.897901
Italy,281,Paolo,Fedrigo,1950-01-27,FALSE,"San Dona di Piave, VE, Italy",FALSE,Prop,Portugal v Italy,Coimbra,1973-02-25,1,1,0,0,0,0,0,0,0,0,1,0,0,12.5660992,45.630335
Italy,282,Mario,Piovan,1953-01-29,FALSE,"Padova, PD, Italy",FALSE,Lock,Portugal v Italy,Coimbra,1973-02-25,10,8,2,0,0,0,0,0,0,1,9,0,0.1,11.8767611,45.4064349
Italy,283,Crescenzo,Vitelli,1948-05-01,FALSE,"Torre del Greco, NA, Italy",FALSE,Hooker,Portugal v Italy,Coimbra,1973-02-25,5,4,1,0,0,0,0,0,0,2,2,1,0.4,14.367461,40.7894429
Italy,284,Anacleto,Altigieri,1949-07-27,FALSE,"Oriolo, VT, Italy",FALSE,Prop,Zimbabwe v Italy,Harare,1973-06-16,27,27,0,0,0,0,0,0,0,12,14,1,0.4444444444444444,12.1386972,42.1573506
Italy,285,Gerardo,Cinti,1953-02-22,FALSE,"Roma, RM, Italy",FALSE,Wing,Zimbabwe v Italy,Harare,1973-06-16,3,3,0,0,0,0,0,0,0,0,3,0,0,12.4963655,41.9027835
Italy,286,Gilberto,Luchini,1950-08-02,FALSE,"Roma, RM, Italy",FALSE,Centre,Zimbabwe v Italy,Harare,1973-06-16,2,2,0,0,0,0,0,0,0,0,2,0,0,12.4963655,41.9027835
Italy,287,Andrea,Selvaggio,1952-10-07,FALSE,"Genova, GE, Italy",FALSE,Wing,Zimbabwe v Italy,Harare,1973-06-16,6,6,0,0,0,0,0,0,0,1,5,0,0.16666666666666666,8.946256,44.4056499
Italy,288,Antonio,Spagnoli,1953-06-12,FALSE,"Frascati, RM, Italy",FALSE,"
",Zimbabwe v Italy,Harare,1973-06-16,1,0,1,0,0,0,0,0,0,0,1,0,0,12.6761041,41.8085208
